ISO,country,year,population,cases_low,cases,cases_high,deaths_low,deaths,deaths_high
BOL,,2013,4782759,8400,10804,13000,1,6,12
BOL,,2014,4857225,8600,10952,13000,1,4,8
BOL,,2015,4931271,7300,9315,11000,1,3,6
BOL,,2016,5004806,5900,7510,9200,0,2,5
BOL,,2017,5077861,4800,6195,7600,0,2,4
BOL,,2018,5150579,5700,7239,8900,0,2,4
BOL,,2019,5223148,9900,12654,16000,1,4,8
BRA,Brazil,2000,35482438,643000,760760,886000,,245,
BRA,,2001,35970799,407000,467114,533000,,142,
BRA,,2002,36446116,363000,407200,457000,,95,
BRA,,2003,36907274,425000,465651,513000,,104,
BRA,,2004,37353321,481000,516739,561000,,102,
BRA,,2005,37783803,624000,658276,706000,,123,
BRA,,2006,38197972,561000,584183,623000,,110,
BRA,,2007,38596477,478000,534516,578000,,93,
BRA,,2008,38982161,322000,335694,358000,,68,
BRA,,2009,39358958,316000,328858,351000,,85,
BRA,,2010,39729868,348000,389809,422000,,76,
BRA,,2011,40095452,273000,284024,303000,,70,
BRA,,2012,40455322,248000,258095,276000,,60,
BRA,,2013,40810285,176000,196793,213000,,40,
BRA,,2014,41161038,142000,148071,158000,,36,
BRA,,2015,41507764,154000,162341,173000,,35,
BRA,,2016,41851100,129000,134862,144000,,35,
BRA,,2017,42190269,193000,201475,215000,,34,
BRA,,2018,42522271,207000,217900,232000,,44,
BRA,,2019,42843057,169000,177967,190000,,36,
COL,Colombia,2000,8773678,154000,210720,270000,,124,
COL,,2001,8912266,246000,333024,424000,,168,
COL,,2002,9049394,218000,291432,368000,,162,
COL,,2003,9184115,192000,254224,319000,,118,
COL,,2004,9315195,151000,197464,245000,,126,
COL,,2005,9441780,129000,166899,206000,,87,
COL,,2006,9564247,127000,165418,205000,,77,
COL,,2007,9683047,136000,177615,221000,,68,
COL,,2008,9797609,86000,111811,139000,,54,
COL,,2009,9907215,84000,110555,138000,,28,
COL,,2010,10011853,125000,164479,206000,,42,
COL,,2011,10109278,64000,84072,105000,,23,
COL,,2012,10200703,64000,84176,105000,,24,
COL,,2013,10293636,55000,72310,90000,,10,
COL,,2014,10398179,43000,57024,71000,,17,
COL,,2015,10520599,51000,66603,83000,,18,
COL,,2016,10665474,88000,115550,144000,,36,
COL,,2017,10828150,56000,73861,92000,,19,
COL,,2018,10994461,71000,93468,117000,,9,
COL,,2019,11144649,91000,119302,149000,,3,
CRI,Costa Rica,2000,1386829,,1879,,,0,
CRI,,2001,1411925,,1363,,,0,
CRI,,2002,1435322,,1021,,,0,
CRI,,2003,1457418,,718,,,0,
CRI,,2004,1478804,,1289,,,0,
CRI,,2005,1499926,,3541,,,0,
CRI,,2006,1520897,,2903,,,0,
CRI,,2007,1541619,,1223,,,0,
CRI,,2008,1562093,,966,,,0,
CRI,,2009,1582258,,262,,,1,
CRI,,2010,1602079,,110,,,0,
CRI,,2011,1621580,,10,,,0,
CRI,,2012,1640801,,6,,,0,
CRI,,2013,1659738,,0,,,0,
CRI,,2014,1678386,,0,,,0,
CRI,,2015,1696731,,0,,,0,
CRI,,2016,1714767,,4,,,0,
CRI,,2017,1732484,,12,,,0,
CRI,,2018,1749805,,70,,,0,
CRI,,2019,1766646,,95,,,0,
DOM,Dominican Republic,2000,4666170,1300,1524,1800,,6,
DOM,,2001,4736280,1100,1315,1600,,17,
DOM,,2002,4805890,1400,1685,2000,,11,
DOM,,2003,4874931,1600,1983,2400,,12,
DOM,,2004,4943303,2500,3046,3600,,16,
DOM,,2005,5010953,4000,4950,5900,,16,
DOM,,2006,5077833,3700,4535,5400,,10,
DOM,,2007,5144028,2900,3478,4100,,17,
DOM,,2008,5209699,1900,2365,2800,,11,
DOM,,2009,5275057,1700,2115,2500,,14,
DOM,,2010,5340264,2600,3202,3800,,15,
DOM,,2011,5405317,1700,2088,2500,,10,
DOM,,2012,5470147,1000,1232,1500,,8,
DOM,,2013,5534763,610,751,900,,5,
DOM,,2014,5599185,480,566,650,,4,
DOM,,2015,5663352,660,779,900,,3,
DOM,,2016,5727282,720,851,990,,2,
DOM,,2017,5790831,420,491,570,,1,
DOM,,2018,5853645,640,750,870,,1,
DOM,,2019,5915232,1400,1592,1800,,4,
ECU,Ecuador,2000,369527,,104528,,,66,
ECU,,2001,376333,,108903,,,84,
ECU,,2002,383000,,86757,,,64,
ECU,,2003,389592,,52065,,,46,
ECU,,2004,396198,,28730,,,37,
ECU,,2005,402884,,17050,,,22,
ECU,,2006,409690,,9863,,,9,
ECU,,2007,416601,,8464,,,8,
ECU,,2008,423571,,4891,,,5,
ECU,,2009,430526,,4120,,,6,
ECU,,2010,437423,,1871,,,0,
ECU,,2011,444206,,1219,,,0,
ECU,,2012,450915,,544,,,0,
ECU,,2013,457715,,368,,,0,
ECU,,2014,464836,,242,,,0,
ECU,,2015,472418,,618,,,0,
ECU,,2016,480551,,1191,,,0,
ECU,,2017,489125,,1275,,,1,
ECU,,2018,497838,,1653,,,0,
ECU,,2019,506268,,1803,,,0,
SLV,El Salvador,2000,1195249,,753,,,0,
SLV,,2001,1203181,,362,,,0,
SLV,,2002,1210314,,117,,,0,
SLV,,2003,1216797,,85,,,0,
SLV,,2004,1222831,,112,,,0,
SLV,,2005,1228581,,67,,,0,
SLV,,2006,1234117,,49,,,0,
SLV,,2007,1239479,,40,,,0,
SLV,,2008,1244748,,33,,,0,
SLV,,2009,1250008,,20,,,0,
SLV,,2010,1255327,,19,,,0,
SLV,,2011,1260745,,9,,,0,
SLV,,2012,1266298,,13,,,0,
SLV,,2013,1272013,,6,,,0,
SLV,,2014,1277910,,6,,,0,
SLV,,2015,1283999,,2,,,0,
SLV,,2016,1290295,,12,,,0,
SLV,,2017,1296789,,0,,,0,
SLV,,2018,1303410,,0,,,0,
SLV,,2019,1310070,,0,,,0,
GUF,French Guiana,2000,90184,3900,4428,5300,0,8,15
GUF,,2001,94057,4000,4554,5400,0,9,16
GUF,,2002,99037,3800,4348,5200,0,7,13
GUF,,2003,103463,4000,4540,5300,0,9,16
GUF,,2004,107889,3200,3580,4200,0,7,12
GUF,,2005,112315,3600,4015,4700,0,5,9
GUF,,2006,116188,4300,4796,5600,0,5,10
GUF,,2007,119508,5000,5647,6600,0,5,9
GUF,,2008,122828,3500,3884,4500,0,4,6
GUF,,2009,126147,3600,4051,4700,0,3,7
GUF,,2010,128914,1800,2260,2900,0,4,8
GUF,,2011,131680,1300,1413,1600,0,2,4
GUF,,2012,135000,940,1054,1200,0,2,3
GUF,,2013,137766,960,1126,1300,0,2,3
GUF,,2014,141086,480,543,620,0,0,1
GUF,,2015,144406,410,462,530,,0,
GUF,,2016,148279,240,268,310,,0,
GUF,,2017,152152,610,685,790,,0,
GUF,,2018,156578,570,640,740,,0,
GUF,,2019,161004,190,226,260,,0,
GTM,Guatemala,2000,8795379,56000,63676,76000,10,27,46
GTM,,2001,9002376,37000,42680,51000,7,18,30
GTM,,2002,9216708,37000,42213,50000,7,20,33
GTM,,2003,9436861,32000,36810,43000,6,16,27
GTM,,2004,9660655,30000,34124,40000,5,14,24
GTM,,2005,9886453,41000,46537,55000,7,19,32
GTM,,2006,10113679,32000,36610,43000,5,15,25
GTM,,2007,10342650,16000,17992,21000,2,6,11
GTM,,2008,10573726,7500,8421,9800,1,3,5
GTM,,2009,10807624,7400,8285,9600,1,3,5
GTM,,2010,11044796,7800,9468,12000,1,3,6
GTM,,2011,11285142,7100,7968,9200,1,2,5
GTM,,2012,11528212,5600,6262,7200,0,2,3
GTM,,2013,11773597,6500,7282,8400,0,2,4
GTM,,2014,12020770,5900,6648,7600,0,2,4
GTM,,2015,12269280,7100,8001,9200,1,2,5
GTM,,2016,12518897,5100,5685,6600,0,2,3
GTM,,2017,12769455,3900,4388,5100,0,1,2
GTM,,2018,13020750,3200,3545,4100,0,1,2
GTM,,2019,13272607,2200,2428,2800,0,0,1
GUY,Guyana,2000,746718,28000,33628,40000,4,50,86
GUY,,2001,745206,31000,37974,46000,4,52,91
GUY,,2002,744789,25000,30656,37000,3,42,75
GUY,,2003,745142,32000,38681,46000,4,53,92
GUY,,2004,745737,33000,40416,48000,5,51,89
GUY,,2005,746156,45000,54583,65000,7,69,120
GUY,,2006,746335,24000,27629,32000,3,37,62
GUY,,2007,746477,13000,15697,18000,1,19,32
GUY,,2008,746815,14000,16365,19000,1,23,39
GUY,,2009,747718,14000,17877,22000,1,28,48
GUY,,2010,749430,26000,32823,41000,3,56,100
GUY,,2011,752029,34000,41096,49000,4,76,130
GUY,,2012,755388,36000,43584,51000,5,76,130
GUY,,2013,759281,43000,57459,79000,7,90,170
GUY,,2014,763371,17000,22310,31000,2,27,53
GUY,,2015,767433,14000,18030,25000,2,22,41
GUY,,2016,771363,2000,2638,3600,0,2,5
GUY,,2017,775218,19000,25167,34000,3,33,64
GUY,,2018,779007,23000,30769,42000,4,38,74
GUY,,2019,782775,22000,26403,31000,3,30,50
HTI,Haiti,2000,7561729,41000,72509,117000,5,185,420
HTI,,2001,7691283,42000,73751,119000,5,188,430
HTI,,2002,7821130,43000,74996,122000,5,191,440
HTI,,2003,7951534,44000,76247,123000,5,195,440
HTI,,2004,8082844,45000,77506,125000,5,198,450
HTI,,2005,8215255,46000,78775,128000,5,201,460
HTI,,2006,8348816,47000,81199,129000,5,207,460
HTI,,2007,8483323,43000,73292,114000,5,187,410
HTI,,2008,8618438,53000,89554,140000,6,229,510
HTI,,2009,8753770,48000,83939,135000,5,214,490
HTI,,2010,8888919,49000,85235,137000,6,218,500
HTI,,2011,9023827,50000,81483,126000,5,208,460
HTI,,2012,9158378,37000,59798,93000,4,153,340
HTI,,2013,9292168,30000,49387,77000,3,126,280
HTI,,2014,9424693,22000,32932,45000,2,84,170
HTI,,2015,9555609,22000,32829,44000,2,84,170
HTI,,2016,9684651,26000,38506,52000,2,98,200
HTI,,2017,9811866,19000,28964,39000,2,74,150
HTI,,2018,9937674,8500,12822,17000,0,32,65
HTI,,2019,10062660,9600,14412,19000,1,36,73
HND,Honduras,2000,5955191,38000,51498,66000,8,23,41
HND,,2001,6115881,26000,35405,45000,5,15,28
HND,,2002,6276530,18000,25251,32000,3,11,19
HND,,2003,6436907,15000,20618,26000,3,9,16
HND,,2004,6596898,18000,25120,32000,4,11,21
HND,,2005,6756345,17000,23374,30000,3,11,20
HND,,2006,6915144,13000,17253,22000,2,8,15
HND,,2007,7072957,11000,14960,19000,2,7,13
HND,,2008,7229149,8900,11741,15000,2,6,10
HND,,2009,7382976,9900,12889,16000,1,8,15
HND,,2010,7533961,10000,13306,16000,2,7,13
HND,,2011,7681790,8000,10124,12000,1,5,8
HND,,2012,7826738,6800,8677,11000,1,4,7
HND,,2013,7969703,5700,7317,9000,1,5,10
HND,,2014,8111963,3600,4553,5600,0,3,5
HND,,2015,8254468,3800,4819,5900,0,4,7
HND,,2016,8397485,4300,5521,6800,0,5,10
HND,,2017,8540802,1400,1733,2100,0,0,1
HND,,2018,8684378,1000,1298,1600,,0,
HND,,2019,8828030,350,444,540,,0,
MEX,Mexico,2000,2096676,,7390,,,0,
MEX,,2001,2126320,,4996,,,0,
MEX,,2002,2155717,,4624,,,0,
MEX,,2003,2185317,,3819,,,0,
MEX,,2004,2215716,,3406,,,0,
MEX,,2005,2247310,,2967,,,0,
MEX,,2006,2280275,,2514,,,0,
MEX,,2007,2314414,,2361,,,0,
MEX,,2008,2349283,,2357,,,0,
MEX,,2009,2384234,,2703,,,0,
MEX,,2010,2418771,,1226,,,0,
MEX,,2011,2452743,,1124,,,0,
MEX,,2012,2486212,,833,,,0,
MEX,,2013,2519135,,495,,,0,
MEX,,2014,2551528,,656,,,0,
MEX,,2015,2583394,,517,,,0,
MEX,,2016,2614667,,551,,,1,
MEX,,2017,2645279,,736,,,0,
MEX,,2018,2675244,,803,,,1,
MEX,,2019,2704601,,618,,,0,
NIC,Nicaragua,2000,2212753,25000,29953,35000,,4,
NIC,,2001,2245952,11000,13275,16000,,2,
NIC,,2002,2278234,8100,9745,12000,,8,
NIC,,2003,2310008,7100,8507,10000,,7,
NIC,,2004,2341791,7300,8735,10000,,1,
NIC,,2005,2373989,7000,8412,9900,,6,
NIC,,2006,2406754,3300,3943,4700,,1,
NIC,,2007,2440063,1400,1717,2000,,0,
NIC,,2008,2473835,800,965,1100,,0,
NIC,,2009,2507927,640,772,910,,0,
NIC,,2010,2542201,730,876,1000,,1,
NIC,,2011,2576674,970,1171,1400,,1,
NIC,,2012,2611374,1300,1564,1800,,2,
NIC,,2013,2646264,1200,1471,1700,,0,
NIC,,2014,2681303,1200,1446,1700,,0,
NIC,,2015,2716441,2400,2886,3400,,1,
NIC,,2016,2751682,6600,7943,9400,,2,
NIC,,2017,2786983,12000,13866,16000,,1,
NIC,,2018,2822191,17000,20158,24000,,0,
NIC,,2019,2857112,14000,16717,20000,,0,
PAN,Panama,2000,2931635,1000,1091,1200,,1,
PAN,,2001,2989011,940,977,1000,,1,
PAN,,2002,3046625,2300,2363,2500,,2,
PAN,,2003,3104537,4600,4739,5100,,4,
PAN,,2004,3162873,5200,5365,5700,,2,
PAN,,2005,3221756,3700,3861,4100,,1,
PAN,,2006,3281206,1700,1751,1900,,1,
PAN,,2007,3341184,1300,1349,1400,,1,
PAN,,2008,3401681,750,783,830,,1,
PAN,,2009,3462639,790,819,870,,0,
PAN,,2010,3524048,420,440,470,,1,
PAN,,2011,3585758,360,372,400,,0,
PAN,,2012,3647825,860,888,950,,1,
PAN,,2013,3710526,720,751,800,,0,
PAN,,2014,3774245,960,1007,1100,,0,
PAN,,2015,3839236,550,575,610,,0,
PAN,,2016,3905585,780,809,860,,0,
PAN,,2017,3973006,760,801,860,,0,
PAN,,2018,4040827,750,786,840,,0,
PAN,,2019,4108133,1500,1578,1700,,0,
PRY,Paraguay,2000,191635,,6853,,,0,
PRY,,2001,195423,,2710,,,0,
PRY,,2002,199150,,2778,,,0,
PRY,,2003,202787,,1392,,,0,
PRY,,2004,206300,,694,,,0,
PRY,,2005,209667,,376,,,0,
PRY,,2006,212875,,823,,,0,
PRY,,2007,215943,,1341,,,0,
PRY,,2008,218926,,348,,,0,
PRY,,2009,221902,,91,,,0,
PRY,,2010,224928,,18,,,0,
PRY,,2011,228023,,1,,,0,
PRY,,2012,231174,,0,,,0,
PRY,,2013,234369,,0,,,0,
PRY,,2014,237582,,0,,,0,
PRY,,2015,240794,,0,,,0,
PRY,,2016,244003,,0,,,0,
PRY,,2017,247214,,0,,,0,
PRY,,2018,250418,,0,,,0,
PRY,,2019,253607,,0,,,0,
PER,Peru,2000,10392407,72000,94271,117000,14,96,170
PER,,2001,10525688,83000,105067,128000,16,89,160
PER,,2002,10644174,105000,128960,154000,20,108,180
PER,,2003,10750711,93000,111816,132000,17,95,160
PER,,2004,10849691,98000,115387,133000,18,98,160
PER,,2005,10944705,92000,108134,125000,17,80,130
PER,,2006,11037363,68000,80054,93000,13,52,85
PER,,2007,11128088,53000,62633,73000,10,43,71
PER,,2008,11218137,47000,54608,63000,8,34,56
PER,,2009,11308606,45000,52035,60000,8,31,51
PER,,2010,11400911,33000,37847,43000,6,20,32
PER,,2011,11493851,26000,30924,36000,4,19,31
PER,,2012,11589086,33000,40437,48000,6,24,41
PER,,2013,11694030,51000,62669,75000,10,45,76
PER,,2014,11818294,69000,83936,100000,14,60,100
PER,,2015,11967687,77000,93936,113000,15,76,130
PER,,2016,12146509,60000,72836,86000,10,69,120
PER,,2017,12350062,59000,72518,86000,10,64,110
PER,,2018,12564103,48000,58455,70000,9,48,80
PER,,2019,12768809,33000,45729,64000,6,35,66
SUR,Suriname,2000,69558,,11361,,,24,
SUR,,2001,70389,,16003,,,23,
SUR,,2002,71225,,12837,,,15,
SUR,,2003,72068,,10982,,,18,
SUR,,2004,72916,,8378,,,7,
SUR,,2005,73770,,9131,,,1,
SUR,,2006,74631,,3289,,,1,
SUR,,2007,75501,,1741,,,1,
SUR,,2008,76378,,2709,,,0,
SUR,,2009,77263,,2380,,,0,
SUR,,2010,78151,,1712,,,1,
SUR,,2011,79045,,771,,,1,
SUR,,2012,79942,,356,,,0,
SUR,,2013,80835,,729,,,1,
SUR,,2014,81719,,401,,,1,
SUR,,2015,82584,,81,,,0,
SUR,,2016,83433,,76,,,0,
SUR,,2017,84262,,40,,,1,
SUR,,2018,85073,,29,,,0,
SUR,,2019,85867,,95,,,0,
VEN,Venezuela (Bolivarian Republic of),2000,12096224,31000,35530,42000,5,26,44
VEN,,2001,12323235,21000,23843,28000,3,15,25
VEN,,2002,12550203,31000,35041,41000,5,19,31
VEN,,2003,12775812,33000,37524,44000,5,27,45
VEN,,2004,12998297,49000,55005,65000,8,30,50
VEN,,2005,13216222,47000,52999,62000,8,34,55
VEN,,2006,13425095,39000,43654,51000,6,33,53
VEN,,2007,13623800,44000,48852,57000,7,37,61
VEN,,2008,13817913,33000,37496,44000,5,26,43
VEN,,2009,14015505,37000,41943,49000,6,36,58
VEN,,2010,14219971,48000,57926,73000,8,53,91
VEN,,2011,14443936,48000,53584,62000,8,47,76
VEN,,2012,14680413,55000,61873,72000,9,56,92
VEN,,2013,14890523,82000,92159,106000,13,104,170
VEN,,2014,15021486,95000,106079,122000,16,110,180
VEN,,2015,15040913,142000,159661,184000,25,150,240
VEN,,2016,14925624,251000,281897,327000,44,261,420
VEN,,2017,14701240,429000,482617,556000,79,424,690
VEN,,2018,14443558,423000,475212,547000,82,426,690
VEN,,2019,14257914,415000,467421,538000,75,403,650
AFG,Afghanistan,2000,16017398,846000,1319942,2044000,220,971,2030
AFG,,2001,16654885,852000,1319942,2015000,220,971,2010
AFG,,2002,17420902,913000,1391183,2098000,220,1141,2220
AFG,,2003,18253452,819000,1248701,1910000,210,801,1560
AFG,,2004,19059579,481000,717358,1076000,120,351,680
AFG,,2005,19774570,313000,535476,866000,89,259,520
AFG,,2006,20374865,225000,418218,717000,64,222,460
AFG,,2007,20889368,237000,452625,785000,69,236,500
AFG,,2008,21368611,199000,381132,668000,57,187,400
AFG,,2009,21887000,149000,274469,455000,44,139,290
AFG,,2010,22496483,165000,290333,460000,49,164,320
AFG,,2011,23214801,198000,362321,571000,57,192,380
AFG,,2012,24019501,122000,220650,354000,29,92,190
AFG,,2013,24873724,109000,181194,283000,28,84,170
AFG,,2014,25722550,174000,254108,360000,42,121,220
AFG,,2015,26526347,231000,354933,512000,59,167,310
AFG,,2016,27273591,451000,641459,883000,110,306,550
AFG,,2017,27977406,437000,574672,737000,100,271,470
AFG,,2018,28652489,495000,646248,824000,110,297,520
AFG,,2019,29322964,328000,424653,539000,66,175,310
DJI,Djibouti,2000,538125,1400,1832,2300,0,0,1
DJI,,2001,549705,1400,1872,2300,0,0,1
DJI,,2002,560150,1500,1907,2300,0,0,1
DJI,,2003,569668,1500,1940,2400,0,0,1
DJI,,2004,578637,1500,1970,2400,0,0,1
DJI,,2005,587373,1500,2000,2500,0,0,1
DJI,,2006,595851,1600,2029,2500,0,0,1
DJI,,2007,604027,1600,2057,2500,0,0,1
DJI,,2008,612205,1600,2084,2600,0,0,1
DJI,,2009,620798,,2686,,0,1,1
DJI,,2010,630077,,1010,,0,2,4
DJI,,2011,640184,1700,2180,2700,0,0,1
DJI,,2012,651032,1700,2217,2700,0,0,1
DJI,,2013,662401,,1684,,0,0,1
DJI,,2014,673958,,9439,,1,3,5
DJI,,2015,685425,,9473,,0,24,37
DJI,,2016,696763,,13804,,1,30,48
DJI,,2017,707999,,14671,,1,24,38
DJI,,2018,719115,,25319,,2,44,69
DJI,,2019,730089,,49402,,5,97,150
EGY,Egypt,2000,68831561,,0,,,0,
EGY,,2001,70152662,,0,,,0,
EGY,,2002,71485044,,0,,,0,
EGY,,2003,72826102,,0,,,0,
EGY,,2004,74172073,,0,,,0,
EGY,,2005,75523576,,0,,,0,
EGY,,2006,76873670,,0,,,0,
EGY,,2007,78232124,,0,,,0,
EGY,,2008,79636081,,0,,,0,
EGY,,2009,81134789,,0,,,0,
EGY,,2010,82761244,,0,,,0,
EGY,,2011,84529251,,0,,,0,
EGY,,2012,86422240,,0,,,0,
EGY,,2013,88404652,,0,,,0,
EGY,,2014,90424668,,0,,,0,
EGY,,2015,92442549,,0,,,0,
EGY,,2016,94447071,,0,,,0,
EGY,,2017,96442590,,0,,,0,
EGY,,2018,98423602,,0,,,0,
EGY,,2019,100388076,,0,,,0,
IRN,Iran (Islamic Republic of),2000,670014,,19716,,,4,
IRN,,2001,678445,,19303,,,2,
IRN,,2002,686977,,15558,,,2,
IRN,,2003,695535,,23562,,,5,
IRN,,2004,703992,,13821,,,1,
IRN,,2005,712273,,18966,,,1,
IRN,,2006,720364,,15909,,,1,
IRN,,2007,728345,,15712,,,3,
IRN,,2008,736351,,8349,,,3,
IRN,,2009,744562,,4345,,,0,
IRN,,2010,753115,,1847,,,0,
IRN,,2011,762022,,1632,,,0,
IRN,,2012,771262,,756,,,0,
IRN,,2013,780880,,479,,,0,
IRN,,2014,790925,,358,,,0,
IRN,,2015,801405,,167,,,1,
IRN,,2016,812348,,81,,,0,
IRN,,2017,823680,,60,,,1,
IRN,,2018,835180,,0,,,0,
IRN,,2019,846550,,0,,,0,
IRQ,Iraq,2000,3054686,,1860,,,0,
IRQ,,2001,3147063,,1265,,,0,
IRQ,,2002,3241149,,952,,,0,
IRQ,,2003,3333785,,288,,,0,
IRQ,,2004,3420798,,148,,,0,
IRQ,,2005,3499896,,44,,,0,
IRQ,,2006,3568256,,23,,,0,
IRQ,,2007,3628461,,2,,,0,
IRQ,,2008,3690146,,2,,,0,
IRQ,,2009,3766510,,0,,,0,
IRQ,,2010,3866457,,0,,,0,
IRQ,,2011,3994289,,0,,,0,
IRQ,,2012,4145701,,0,,,0,
IRQ,,2013,4310417,,0,,,0,
IRQ,,2014,4473553,,0,,,0,
IRQ,,2015,4624394,,0,,,0,
IRQ,,2016,4759382,,0,,,0,
IRQ,,2017,4881862,,0,,,0,
IRQ,,2018,4996368,,0,,,0,
IRQ,,2019,5110272,,0,,,0,
MAR,Morocco,2000,28793672,,3,,,0,
MAR,,2001,29126323,,0,,,0,
MAR,,2002,29454765,,19,,,0,
MAR,,2003,29782884,,4,,,0,
MAR,,2004,30115196,,1,,,0,
MAR,,2005,30455563,,0,,,0,
MAR,,2006,30804689,,0,,,0,
MAR,,2007,31163670,,0,,,0,
MAR,,2008,31536807,,0,,,0,
MAR,,2009,31929087,,0,,,0,
MAR,,2010,32343384,,0,,,0,
MAR,,2011,32781860,,0,,,0,
MAR,,2012,33241898,,0,,,0,
MAR,,2013,33715704,,0,,,0,
MAR,,2014,34192360,,0,,,0,
MAR,,2015,34663608,,0,,,0,
MAR,,2016,35126276,,0,,,0,
MAR,,2017,35581260,,0,,,0,
MAR,,2018,36029088,,0,,,0,
MAR,,2019,36471768,,0,,,0,
OMN,Oman,2000,2267973,,6,,,0,
OMN,,2001,2294959,,2,,,0,
OMN,,2002,2334860,,0,,,0,
OMN,,2003,2386164,,0,,,0,
OMN,,2004,2445524,,0,,,0,
OMN,,2005,2511254,,0,,,0,
OMN,,2006,2580753,,0,,,0,
OMN,,2007,2657162,,0,,,0,
OMN,,2008,2750956,,0,,,0,
OMN,,2009,2876186,,0,,,0,
OMN,,2010,3041435,,7,,,0,
OMN,,2011,3251102,,0,,,0,
OMN,,2012,3498031,,0,,,0,
OMN,,2013,3764805,,0,,,0,
OMN,,2014,4027255,,0,,,0,
OMN,,2015,4267341,,0,,,0,
OMN,,2016,4479217,,0,,,0,
OMN,,2017,4665926,,0,,,0,
OMN,,2018,4829476,,0,,,0,
OMN,,2019,4974992,,0,,,0,
PAK,Pakistan,2000,139939408,357000,929292,2197000,120,995,2930
PAK,,2001,143512840,426000,1037774,2400000,130,1144,3290
PAK,,2002,147023801,352000,966325,2409000,110,1001,3040
PAK,,2003,150507621,392000,924733,2215000,120,991,2940
PAK,,2004,154018597,384000,683580,1330000,100,643,1570
PAK,,2005,157596481,378000,845170,1932000,110,923,2630
PAK,,2006,161252281,355000,851104,2027000,110,882,2610
PAK,,2007,164973809,350000,835398,2063000,100,879,2620
PAK,,2008,168749848,282000,763800,1952000,94,679,2130
PAK,,2009,172560988,443000,1015691,2324000,130,1000,2780
PAK,,2010,176394157,641000,1445704,3044000,190,1616,4270
PAK,,2011,180243576,921000,1905938,3705000,270,1814,4430
PAK,,2012,184116966,785000,1652576,3349000,240,1703,4300
PAK,,2013,188030412,749000,1419225,2774000,220,1047,2420
PAK,,2014,192006322,723000,1373305,2684000,220,897,2130
PAK,,2015,196058630,523000,992598,2031000,150,780,1980
PAK,,2016,200192018,822000,1221807,2012000,200,1005,2070
PAK,,2017,204394687,739000,1007334,1477000,170,789,1500
PAK,,2018,208643736,750000,957848,1307000,170,693,1230
PAK,,2019,212907531,561000,707396,949000,120,587,1030
SAU,Saudi Arabia,2000,1655380,,6608,,,0,
SAU,,2001,1698543,,3074,,,0,
SAU,,2002,1746824,,2612,,,0,
SAU,,2003,1799001,,1724,,,0,
SAU,,2004,1853159,,1232,,,0,
SAU,,2005,1907913,,1059,,,0,
SAU,,2006,1962559,,1278,,,0,
SAU,,2007,2017537,,467,,,0,
SAU,,2008,2073930,,61,,,0,
SAU,,2009,2133353,,58,,,0,
SAU,,2010,2196733,,29,,,0,
SAU,,2011,2264516,,69,,,0,
SAU,,2012,2335599,,82,,,0,
SAU,,2013,2407470,,34,,,0,
SAU,,2014,2476728,,30,,,0,
SAU,,2015,2540903,,83,,,0,
SAU,,2016,2599044,,272,,,0,
SAU,,2017,2651735,,177,,,0,
SAU,,2018,2699927,,61,,,0,
SAU,,2019,2745252,,38,,,0,
SOM,Somalia,2000,8872250,546000,1114212,2129000,71,2852,8050
SOM,,2001,9186719,566000,1157164,2210000,74,2962,8350
SOM,,2002,9501335,605000,1198956,2078000,77,3069,7900
SOM,,2003,9815412,647000,1187649,2006000,82,3040,7600
SOM,,2004,10130251,706000,1215543,1860000,83,3111,7070
SOM,,2005,10446856,885000,1426667,2099000,100,3652,7990
SOM,,2006,10763904,801000,1292397,1920000,91,3308,7310
SOM,,2007,11080122,674000,1114252,1665000,79,2852,6330
SOM,,2008,11397188,435000,719155,1071000,50,1841,4070
SOM,,2009,11717691,273000,450388,653000,31,1152,2480
SOM,,2010,12043886,315000,526000,777000,36,1347,2960
SOM,,2011,12376305,264000,441000,646000,30,1128,2460
SOM,,2012,12715487,274000,454000,665000,31,1162,2520
SOM,,2013,13063711,331000,546000,813000,37,1396,3090
SOM,,2014,13423571,395000,640000,952000,45,1639,3630
SOM,,2015,13797204,451000,769000,1152000,53,1969,4390
SOM,,2016,14185635,471000,795000,1191000,54,2034,4530
SOM,,2017,14589165,479000,813000,1221000,54,2081,4640
SOM,,2018,15008225,459000,772000,1158000,53,1977,4410
SOM,,2019,15442906,449000,759000,1136000,52,1942,4300
SDN,Sudan,2000,27275019,1571000,2574538,3970000,210,6309,13400
SDN,,2001,27971077,1514000,2484963,3832000,200,6089,13000
SDN,,2002,28704786,1164000,1926916,2995000,160,4722,10300
SDN,,2003,29460517,1101000,1814162,2809000,150,4446,9460
SDN,,2004,30214189,1030000,1679202,2588000,140,4114,8810
SDN,,2005,30949514,1042000,1700355,2631000,140,4166,8800
SDN,,2006,31661824,1056000,1673314,2538000,140,4100,8600
SDN,,2007,32360619,1003000,1510104,2180000,130,3700,7500
SDN,,2008,33060844,914000,1270179,1716000,120,3112,6010
SDN,,2009,33783778,847000,1145814,1514000,110,2807,5260
SDN,,2010,34545012,820000,1113206,1474000,100,2727,5210
SDN,,2011,35349672,833000,1125082,1485000,100,2757,5200
SDN,,2012,36193786,853000,1145417,1499000,110,2806,5330
SDN,,2013,37072560,871000,1215512,1664000,110,2978,5770
SDN,,2014,37977658,910000,1346675,1914000,120,3300,6620
